"","id","Season","Daynum","ID_SeasonTeam1","Team1","ID_SeasonTeam2","Team2","Seed_num_Team1","Seed_Pre_Team1","Seed_Diff_Team1","Seed_num_Team2","Seed_Pre_Team2","Seed_Diff_Team2","Seed_Diff","Result"
"481","1993_1371_1398",1993,136,"1993_1371",1371,"1993_1398",1398,2,4,2,15,20,5,13,"Win"
"482","1993_1385_1403",1993,136,"1993_1385",1385,"1993_1403",1403,5,7,2,12,20,8,7,"Win"
"483","1993_1199_1408",1993,138,"1993_1199",1199,"1993_1408",1408,3,3,0,11,10,-1,8,"Win"
"484","1993_1243_1408",1993,136,"1993_1243",1243,"1993_1408",1408,6,20,14,11,10,-1,5,"Lose"
"485","1993_1235_1417",1993,137,"1993_1235",1235,"1993_1417",1417,8,10,2,9,1,-8,1,"Lose"
"486","1993_1276_1417",1993,139,"1993_1276",1276,"1993_1417",1417,1,6,5,9,1,-8,8,"Win"
"487","1993_1234_1419",1993,137,"1993_1234",1234,"1993_1419",1419,4,9,5,13,15,2,9,"Win"
"488","1993_1246_1428",1993,139,"1993_1246",1246,"1993_1428",1428,1,2,1,8,20,12,7,"Win"
"489","1993_1338_1428",1993,137,"1993_1338",1338,"1993_1428",1428,9,20,11,8,20,12,-1,"Lose"
"490","1993_1129_1435",1993,136,"1993_1129",1129,"1993_1435",1435,14,20,6,3,20,17,-11,"Lose"
"491","1993_1396_1435",1993,144,"1993_1396",1396,"1993_1435",1435,7,11,4,3,20,17,-4,"Win"
"492","1993_1228_1435",1993,138,"1993_1228",1228,"1993_1435",1435,6,20,14,3,20,17,-3,"Lose"
"493","1993_1153_1438",1993,144,"1993_1153",1153,"1993_1438",1438,2,4,2,6,20,14,4,"Win"
"494","1993_1264_1438",1993,137,"1993_1264",1264,"1993_1438",1438,11,20,9,6,20,14,-5,"Lose"
"495","1993_1269_1438",1993,139,"1993_1269",1269,"1993_1438",1438,3,3,0,6,20,14,3,"Lose"
"496","1993_1371_1443",1993,138,"1993_1371",1371,"1993_1443",1443,2,4,2,7,20,13,5,"Lose"
"497","1993_1199_1443",1993,143,"1993_1199",1199,"1993_1443",1443,3,3,0,7,20,13,4,"Win"
"498","1993_1272_1443",1993,136,"1993_1272",1272,"1993_1443",1443,10,6,-4,7,20,13,-3,"Lose"
"499","1993_1234_1448",1993,139,"1993_1234",1234,"1993_1448",1448,4,9,5,5,9,4,1,"Lose"
"500","1993_1246_1448",1993,143,"1993_1246",1246,"1993_1448",1448,1,2,1,5,9,4,4,"Win"
"501","1993_1151_1448",1993,137,"1993_1151",1151,"1993_1448",1448,12,20,8,5,9,4,-7,"Lose"
"502","1993_1231_1460",1993,137,"1993_1231",1231,"1993_1460",1460,1,2,1,16,20,4,15,"Win"
"503","1993_1231_1462",1993,139,"1993_1231",1231,"1993_1462",1462,1,2,1,9,20,11,8,"Win"
"504","1993_1309_1462",1993,137,"1993_1309",1309,"1993_1462",1462,8,20,12,9,20,11,1,"Lose"
"505","1994_1112_1116",1994,152,"1994_1112",1112,"1994_1116",1116,2,2,0,1,4,3,-1,"Lose"
"506","1994_1116_1181",1994,154,"1994_1116",1116,"1994_1181",1181,1,4,3,2,3,1,1,"Win"
"507","1994_1163_1196",1994,144,"1994_1163",1163,"1994_1196",1196,2,20,18,3,20,17,1,"Lose"
"508","1994_1181_1196",1994,152,"1994_1181",1181,"1994_1196",1196,2,3,1,3,20,17,1,"Win"
"509","1994_1130_1196",1994,146,"1994_1130",1130,"1994_1196",1196,9,20,11,3,20,17,-6,"Lose"
"510","1994_1163_1203",1994,138,"1994_1163",1163,"1994_1203",1203,2,20,18,10,12,2,8,"Win"
"511","1994_1116_1207",1994,139,"1994_1116",1116,"1994_1207",1207,1,4,3,9,20,11,8,"Win"
"512","1994_1207_1228",1994,137,"1994_1207",1207,"1994_1228",1228,9,20,11,8,6,-2,-1,"Win"
"513","1994_1130_1231",1994,144,"1994_1130",1130,"1994_1231",1231,9,20,11,5,1,-4,-4,"Win"
"514","1994_1196_1241",1994,136,"1994_1196",1196,"1994_1241",1241,3,20,17,14,20,6,11,"Win"
"515","1994_1151_1242",1994,136,"1994_1151",1151,"1994_1242",1242,13,12,-1,4,2,-2,-9,"Lose"
"516","1994_1129_1257",1994,137,"1994_1129",1129,"1994_1257",1257,14,14,0,3,4,1,-11,"Lose"
"517","1994_1112_1257",1994,143,"1994_1112",1112,"1994_1257",1257,2,2,0,3,4,1,1,"Win"
"518","1994_1112_1259",1994,137,"1994_1112",1112,"1994_1259",1259,2,2,0,15,20,5,13,"Win"
"519","1994_1246_1266",1994,139,"1994_1246",1246,"1994_1266",1266,3,1,-2,6,12,6,3,"Lose"
"520","1994_1181_1266",1994,143,"1994_1181",1181,"1994_1266",1266,2,3,1,6,12,6,4,"Win"
"521","1994_1268_1269",1994,138,"1994_1268",1268,"1994_1269",1269,10,20,10,2,3,1,-8,"Win"
"522","1994_1116_1276",1994,146,"1994_1116",1116,"1994_1276",1276,1,4,3,3,1,-2,2,"Win"
"523","1994_1268_1276",1994,144,"1994_1268",1268,"1994_1276",1276,10,20,10,3,1,-2,-7,"Lose"
"524","1994_1181_1277",1994,139,"1994_1181",1181,"1994_1277",1277,2,3,1,7,20,13,5,"Win"
"525","1994_1257_1278",1994,139,"1994_1257",1257,"1994_1278",1278,3,4,1,6,20,14,3,"Win"
"526","1994_1112_1281",1994,145,"1994_1112",1112,"1994_1281",1281,2,2,0,1,10,9,-1,"Win"
"527","1994_1281_1298",1994,136,"1994_1281",1281,"1994_1298",1298,1,10,9,16,20,4,15,"Win"
"528","1994_1116_1299",1994,137,"1994_1116",1116,"1994_1299",1299,1,4,3,16,20,4,15,"Win"
"529","1994_1251_1314",1994,137,"1994_1251",1251,"1994_1314",1314,16,20,4,1,1,0,-15,"Lose"
"530","1994_1130_1314",1994,139,"1994_1130",1130,"1994_1314",1314,9,20,11,1,1,0,-8,"Win"
"531","1994_1231_1325",1994,137,"1994_1231",1231,"1994_1325",1325,5,1,-4,12,20,8,7,"Win"
"532","1994_1308_1329",1994,137,"1994_1308",1308,"1994_1329",1329,13,7,-6,4,5,1,-9,"Lose"
"533","1994_1196_1335",1994,138,"1994_1196",1196,"1994_1335",1335,3,20,17,11,14,3,8,"Win"
"534","1994_1304_1335",1994,136,"1994_1304",1304,"1994_1335",1335,6,10,4,11,14,3,5,"Lose"
"535","1994_1276_1337",1994,136,"1994_1276",1276,"1994_1337",1337,3,1,-2,14,20,6,11,"Win"
"536","1994_1104_1344",1994,136,"1994_1104",1104,"1994_1344",1344,9,20,11,8,20,12,-1,"Win"
"537","1994_1104_1345",1994,138,"1994_1104",1104,"1994_1345",1345,9,20,11,1,9,8,-8,"Lose"
"538","1994_1181_1345",1994,145,"1994_1181",1181,"1994_1345",1345,2,3,1,1,9,8,-1,"Win"
"539","1994_1242_1345",1994,143,"1994_1242",1242,"1994_1345",1345,4,2,-2,1,9,8,-3,"Lose"
"540","1994_1163_1351",1994,136,"1994_1163",1163,"1994_1351",1351,2,20,18,15,16,1,13,"Win"
"541","1994_1278_1356",1994,137,"1994_1278",1278,"1994_1356",1356,6,20,14,11,14,3,5,"Win"
"542","1994_1277_1371",1994,137,"1994_1277",1277,"1994_1371",1371,7,20,13,10,2,-8,3,"Win"
"543","1994_1268_1387",1994,136,"1994_1268",1268,"1994_1387",1387,10,20,10,7,20,13,-3,"Win"
"544","1994_1218_1393",1994,136,"1994_1218",1218,"1994_1393",1393,13,20,7,4,20,16,-9,"Lose"
"545","1994_1281_1393",1994,143,"1994_1281",1281,"1994_1393",1393,1,10,9,4,20,16,3,"Win"
"546","1994_1231_1396",1994,139,"1994_1231",1231,"1994_1396",1396,5,1,-4,4,7,3,-1,"Win"
"547","1994_1180_1396",1994,137,"1994_1180",1180,"1994_1396",1396,13,20,7,4,7,3,-9,"Lose"
"548","1994_1246_1398",1994,137,"1994_1246",1246,"1994_1398",1398,3,1,-2,14,15,1,11,"Win"
"549","1994_1276_1400",1994,138,"1994_1276",1276,"1994_1400",1400,3,1,-2,6,20,14,3,"Win"
"550","1994_1269_1402",1994,136,"1994_1269",1269,"1994_1402",1402,2,3,1,15,20,5,13,"Win"
"551","1994_1329_1409",1994,139,"1994_1329",1329,"1994_1409",1409,4,5,1,12,20,8,8,"Lose"
"552","1994_1116_1409",1994,144,"1994_1116",1116,"1994_1409",1409,1,4,3,12,20,8,11,"Win"
"553","1994_1181_1411",1994,137,"1994_1181",1181,"1994_1411",1411,2,3,1,15,20,5,13,"Win"
"554","1994_1203_1412",1994,136,"1994_1203",1203,"1994_1412",1412,10,12,2,7,20,13,-3,"Win"
"555","1994_1345_1416",1994,136,"1994_1345",1345,"1994_1416",1416,1,9,8,16,20,4,15,"Win"
"556","1994_1409_1417",1994,137,"1994_1409",1409,"1994_1417",1417,12,20,8,5,9,4,-7,"Win"
"557","1994_1266_1418",1994,137,"1994_1266",1266,"1994_1418",1418,6,12,6,11,20,9,5,"Win"
"558","1994_1112_1438",1994,139,"1994_1112",1112,"1994_1438",1438,2,2,0,7,6,-1,5,"Win"
"559","1994_1307_1438",1994,137,"1994_1307",1307,"1994_1438",1438,10,5,-5,7,6,-1,-3,"Lose"
"560","1994_1400_1443",1994,136,"1994_1400",1400,"1994_1443",1443,6,20,14,11,7,-4,5,"Win"
"561","1994_1242_1448",1994,138,"1994_1242",1242,"1994_1448",1448,4,2,-2,5,5,0,1,"Win"
"562","1994_1158_1448",1994,136,"1994_1158",1158,"1994_1448",1448,12,20,8,5,5,0,-7,"Lose"
"563","1994_1130_1450",1994,137,"1994_1130",1130,"1994_1450",1450,9,20,11,8,20,12,-1,"Win"
"564","1994_1143_1453",1994,136,"1994_1143",1143,"1994_1453",1453,5,6,1,12,20,8,7,"Lose"
"565","1994_1393_1453",1994,138,"1994_1393",1393,"1994_1453",1453,4,20,16,12,20,8,8,"Win"
"566","1994_1281_1458",1994,138,"1994_1281",1281,"1994_1458",1458,1,10,9,9,20,11,8,"Win"
"567","1994_1153_1458",1994,136,"1994_1153",1153,"1994_1458",1458,8,2,-6,9,20,11,1,"Lose"
"568","1995_1113_1123",1995,136,"1995_1113",1113,"1995_1123",1123,5,20,15,12,20,8,7,"Win"
"569","1995_1153_1163",1995,138,"1995_1153",1153,"1995_1163",1163,7,8,1,2,2,0,-5,"Lose"
"570","1995_1151_1163",1995,136,"1995_1151",1151,"1995_1163",1163,15,13,-2,2,2,0,-13,"Lose"
"571","1995_1196_1235",1995,137,"1995_1196",1196,"1995_1235",1235,10,3,-7,7,20,13,-3,"Lose"
"572","1995_1159_1242",1995,136,"1995_1159",1159,"1995_1242",1242,16,20,4,1,4,3,-15,"Lose"
"573","1995_1113_1246",1995,143,"1995_1113",1113,"1995_1246",1246,5,20,15,1,3,2,-4,"Lose"
"574","1995_1113_1264",1995,138,"1995_1113",1113,"1995_1264",1264,5,20,15,13,20,7,8,"Win"
"575","1995_1163_1268",1995,143,"1995_1163",1163,"1995_1268",1268,2,2,0,3,10,7,1,"Win"
"576","1995_1211_1268",1995,136,"1995_1211",1211,"1995_1268",1268,14,20,6,3,10,7,-11,"Lose"
"577","1995_1116_1272",1995,144,"1995_1116",1116,"1995_1272",1272,2,1,-1,6,20,14,4,"Win"
"578","1995_1257_1272",1995,137,"1995_1257",1257,"1995_1272",1272,11,3,-8,6,20,14,-5,"Lose"
"579","1995_1112_1275",1995,136,"1995_1112",1112,"1995_1275",1275,5,2,-3,12,20,8,7,"Lose"
"580","1995_1231_1281",1995,137,"1995_1231",1231,"1995_1281",1281,9,5,-4,8,1,-7,-1,"Lose"
"581","1995_1246_1291",1995,136,"1995_1246",1246,"1995_1291",1291,1,3,2,16,20,4,15,"Win"
"582","1995_1293_1314",1995,137,"1995_1293",1293,"1995_1314",1314,15,20,5,2,1,-1,-13,"Lose"
"583","1995_1207_1314",1995,143,"1995_1207",1207,"1995_1314",1314,6,9,3,2,1,-1,-4,"Lose"
"584","1995_1235_1314",1995,139,"1995_1235",1235,"1995_1314",1314,7,20,13,2,1,-1,-5,"Lose"
"585","1995_1246_1314",1995,145,"1995_1246",1246,"1995_1314",1314,1,3,2,2,1,-1,1,"Lose"
"586","1995_1116_1314",1995,152,"1995_1116",1116,"1995_1314",1314,2,1,-1,2,1,-1,0,"Win"
"587","1995_1264_1328",1995,136,"1995_1264",1264,"1995_1328",1328,13,20,7,4,20,16,-9,"Win"
"588","1995_1104_1329",1995,138,"1995_1104",1104,"1995_1329",1329,5,9,4,4,4,0,-1,"Lose"
"589","1995_1269_1329",1995,146,"1995_1269",1269,"1995_1329",1329,2,2,0,4,4,0,2,"Lose"
"590","1995_1180_1329",1995,136,"1995_1180",1180,"1995_1329",1329,13,13,0,4,4,0,-9,"Lose"
"591","1995_1104_1335",1995,136,"1995_1104",1104,"1995_1335",1335,5,9,4,12,11,-1,7,"Win"
"592","1995_1272_1345",1995,139,"1995_1272",1272,"1995_1345",1345,6,20,14,3,1,-2,-3,"Win"
"593","1995_1280_1365",1995,137,"1995_1280",1280,"1995_1365",1365,5,20,15,12,20,8,7,"Win"
"594","1995_1278_1387",1995,136,"1995_1278",1278,"1995_1387",1387,8,6,-2,9,7,-2,1,"Lose"
"595","1995_1269_1389",1995,137,"1995_1269",1269,"1995_1389",1389,2,2,0,15,20,5,13,"Win"
"596","1995_1150_1390",1995,137,"1995_1150",1150,"1995_1390",1390,7,20,13,10,20,10,3,"Lose"
"597","1995_1269_1390",1995,139,"1995_1269",1269,"1995_1390",1390,2,2,0,10,20,10,8,"Win"
"598","1995_1356_1393",1995,137,"1995_1356",1356,"1995_1393",1393,10,11,1,7,4,-3,-3,"Lose"
"599","1995_1116_1393",1995,139,"1995_1116",1116,"1995_1393",1393,2,1,-1,7,4,-3,5,"Win"
"600","1995_1153_1396",1995,136,"1995_1153",1153,"1995_1396",1396,7,8,1,10,4,-6,3,"Win"
"601","1995_1268_1400",1995,138,"1995_1268",1268,"1995_1400",1400,3,10,7,11,6,-5,8,"Win"
"602","1995_1332_1400",1995,136,"1995_1332",1332,"1995_1400",1400,6,20,14,11,6,-5,5,"Lose"
"603","1995_1140_1408",1995,136,"1995_1140",1140,"1995_1408",1408,8,20,12,9,20,11,1,"Lose"
"604","1995_1246_1408",1995,138,"1995_1246",1246,"1995_1408",1408,1,3,2,9,20,11,8,"Win"
"605","1995_1228_1409",1995,137,"1995_1228",1228,"1995_1409",1409,11,8,-3,6,12,6,-5,"Lose"
"606","1995_1269_1409",1995,144,"1995_1269",1269,"1995_1409",1409,2,2,0,6,12,6,4,"Win"
"607","1995_1330_1409",1995,139,"1995_1330",1330,"1995_1409",1409,14,20,6,6,12,6,-8,"Lose"
"608","1995_1116_1411",1995,137,"1995_1116",1116,"1995_1411",1411,2,1,-1,15,15,0,13,"Win"
"609","1995_1281_1417",1995,139,"1995_1281",1281,"1995_1417",1417,8,1,-7,1,5,4,-7,"Lose"
"610","1995_1198_1417",1995,137,"1995_1198",1198,"1995_1417",1417,16,20,4,1,5,4,-15,"Lose"
"611","1995_1116_1417",1995,154,"1995_1116",1116,"1995_1417",1417,2,1,-1,1,5,4,-1,"Lose"
"612","1995_1280_1417",1995,143,"1995_1280",1280,"1995_1417",1417,5,20,15,1,5,4,-4,"Lose"
"613","1995_1329_1417",1995,152,"1995_1329",1329,"1995_1417",1417,4,4,0,1,5,4,-3,"Lose"
"614","1995_1163_1417",1995,145,"1995_1163",1163,"1995_1417",1417,2,2,0,1,5,4,-1,"Lose"
"615","1995_1253_1428",1995,137,"1995_1253",1253,"1995_1428",1428,13,20,7,4,20,16,-9,"Lose"
"616","1995_1280_1428",1995,139,"1995_1280",1280,"1995_1428",1428,5,20,15,4,20,16,-1,"Win"
"617","1995_1330_1437",1995,137,"1995_1330",1330,"1995_1437",1437,14,20,6,3,20,17,-11,"Win"
"618","1995_1311_1438",1995,136,"1995_1311",1311,"1995_1438",1438,13,20,7,4,7,3,-9,"Lose"
"619","1995_1242_1438",1995,144,"1995_1242",1242,"1995_1438",1438,1,4,3,4,7,3,3,"Lose"
"620","1995_1275_1438",1995,138,"1995_1275",1275,"1995_1438",1438,12,20,8,4,7,3,-8,"Lose"
"621","1995_1116_1438",1995,146,"1995_1116",1116,"1995_1438",1438,2,1,-1,4,7,3,2,"Win"
"622","1995_1242_1443",1995,138,"1995_1242",1242,"1995_1443",1443,1,4,3,8,11,3,7,"Win"
"623","1995_1276_1443",1995,136,"1995_1276",1276,"1995_1443",1443,9,3,-6,8,11,3,-1,"Lose"
"624","1995_1329_1448",1995,144,"1995_1329",1329,"1995_1448",1448,4,4,0,1,5,4,-3,"Win"
"625","1995_1387_1448",1995,138,"1995_1387",1387,"1995_1448",1448,9,7,-2,1,5,4,-8,"Lose"
"626","1995_1299_1448",1995,136,"1995_1299",1299,"1995_1448",1448,16,16,0,1,5,4,-15,"Lose"
"627","1995_1277_1451",1995,137,"1995_1277",1277,"1995_1451",1451,3,7,4,14,20,6,11,"Lose"
"628","1995_1207_1451",1995,139,"1995_1207",1207,"1995_1451",1451,6,9,3,14,20,6,8,"Win"
"629","1995_1345_1453",1995,137,"1995_1345",1345,"1995_1453",1453,3,1,-2,14,12,-2,11,"Win"
"630","1995_1207_1462",1995,137,"1995_1207",1207,"1995_1462",1462,6,9,3,11,20,9,5,"Win"
"631","1996_1159_1163",1996,136,"1996_1159",1159,"1996_1163",1163,16,16,0,1,2,1,-15,"Lose"
"632","1996_1163_1185",1996,138,"1996_1163",1163,"1996_1185",1185,1,2,1,9,20,11,8,"Win"
"633","1996_1181_1185",1996,136,"1996_1181",1181,"1996_1185",1185,8,20,12,9,20,11,1,"Lose"
"634","1996_1155_1208",1996,136,"1996_1155",1155,"1996_1208",1208,9,20,11,8,20,12,-1,"Lose"
"635","1996_1130_1210",1996,139,"1996_1130",1130,"1996_1210",1210,11,20,9,3,20,17,-8,"Lose"
"636","1996_1122_1210",1996,137,"1996_1122",1122,"1996_1210",1210,14,20,6,3,20,17,-11,"Lose"
"637","1996_1153_1210",1996,144,"1996_1153",1153,"1996_1210",1210,2,7,5,3,20,17,1,"Win"
"638","1996_1130_1231",1996,137,"1996_1130",1130,"1996_1231",1231,11,20,9,6,9,3,-5,"Win"
"639","1996_1112_1234",1996,139,"1996_1112",1112,"1996_1234",1234,3,5,2,6,20,14,3,"Win"
"640","1996_1203_1234",1996,137,"1996_1203",1203,"1996_1234",1234,11,20,9,6,20,14,-5,"Lose"
"641","1996_1143_1235",1996,136,"1996_1143",1143,"1996_1235",1235,12,20,8,5,7,2,-7,"Lose"
"642","1996_1112_1242",1996,144,"1996_1112",1112,"1996_1242",1242,3,5,2,2,1,-1,-1,"Lose"
"643","1996_1116_1266",1996,138,"1996_1116",1116,"1996_1266",1266,12,2,-10,4,20,16,-8,"Win"
"644","1996_1116_1269",1996,143,"1996_1116",1116,"1996_1269",1269,12,2,-10,1,2,1,-11,"Lose"
"645","1996_1246_1269",1996,152,"1996_1246",1246,"1996_1269",1269,1,1,0,1,2,1,0,"Win"
"646","1996_1207_1269",1996,145,"1996_1207",1207,"1996_1269",1269,2,6,4,1,2,1,-1,"Lose"
"647","1996_1180_1272",1996,136,"1996_1180",1180,"1996_1272",1272,12,13,1,5,6,1,-7,"Win"
"648","1996_1153_1280",1996,146,"1996_1153",1153,"1996_1280",1280,2,7,5,5,5,0,3,"Lose"
"649","1996_1163_1280",1996,144,"1996_1163",1163,"1996_1280",1280,1,2,1,5,5,0,4,"Lose"
"650","1996_1266_1284",1996,136,"1996_1266",1266,"1996_1284",1284,4,20,16,13,20,7,9,"Win"
"651","1996_1207_1290",1996,137,"1996_1207",1207,"1996_1290",1290,2,6,4,15,20,5,13,"Win"
"652","1996_1207_1307",1996,139,"1996_1207",1207,"1996_1307",1307,2,6,4,7,20,13,5,"Win"
"653","1996_1243_1307",1996,137,"1996_1243",1243,"1996_1307",1307,10,20,10,7,20,13,-3,"Lose"
"654","1996_1309_1314",1996,137,"1996_1309",1309,"1996_1314",1314,11,20,9,6,2,-4,-5,"Lose"
"655","1996_1116_1336",1996,136,"1996_1116",1116,"1996_1336",1336,12,2,-10,5,20,15,-7,"Win"
"656","1996_1280_1343",1996,138,"1996_1280",1280,"1996_1343",1343,5,5,0,13,20,7,8,"Win"
"657","1996_1208_1345",1996,138,"1996_1208",1208,"1996_1345",1345,8,20,12,1,3,2,-7,"Win"
"658","1996_1242_1354",1996,137,"1996_1242",1242,"1996_1354",1354,2,1,-1,15,20,5,13,"Win"
"659","1996_1246_1363",1996,136,"1996_1246",1246,"1996_1363",1363,1,1,0,16,20,4,15,"Win"
"660","1996_1268_1365",1996,137,"1996_1268",1268,"1996_1365",1365,7,3,-4,10,12,2,3,"Lose"
"661","1996_1242_1365",1996,139,"1996_1242",1242,"1996_1365",1365,2,1,-1,10,12,2,8,"Win"
"662","1996_1269_1390",1996,138,"1996_1269",1269,"1996_1390",1390,1,2,1,9,10,1,8,"Win"
"663","1996_1133_1390",1996,136,"1996_1133",1133,"1996_1390",1390,8,20,12,9,10,1,1,"Lose"
"664","1996_1208_1393",1996,144,"1996_1208",1208,"1996_1393",1393,8,20,12,4,7,3,-4,"Lose"
"665","1996_1180_1393",1996,138,"1996_1180",1180,"1996_1393",1393,12,13,1,4,7,3,-8,"Lose"
"666","1996_1286_1393",1996,136,"1996_1286",1286,"1996_1393",1393,13,20,7,4,7,3,-9,"Lose"
"667","1996_1280_1393",1996,152,"1996_1280",1280,"1996_1393",1393,5,5,0,4,7,3,-1,"Lose"
"668","1996_1242_1393",1996,146,"1996_1242",1242,"1996_1393",1393,2,1,-1,4,7,3,2,"Lose"
"669","1996_1246_1393",1996,154,"1996_1246",1246,"1996_1393",1393,1,1,0,4,7,3,3,"Win"
"670","1996_1153_1396",1996,139,"1996_1153",1153,"1996_1396",1396,2,7,5,7,10,3,5,"Win"
"671","1996_1328_1396",1996,137,"1996_1328",1328,"1996_1396",1396,10,4,-6,7,10,3,-3,"Lose"
"672","1996_1276_1400",1996,137,"1996_1276",1276,"1996_1400",1400,7,9,2,10,11,1,3,"Lose"
"673","1996_1296_1403",1996,137,"1996_1296",1296,"1996_1403",1403,14,20,6,3,20,17,-11,"Lose"
"674","1996_1314_1403",1996,139,"1996_1314",1314,"1996_1403",1403,6,2,-4,3,20,17,-3,"Lose"
"675","1996_1207_1403",1996,143,"1996_1207",1207,"1996_1403",1403,2,6,4,3,20,17,1,"Win"
"676","1996_1257_1409",1996,137,"1996_1257",1257,"1996_1409",1409,6,11,5,11,6,-5,5,"Win"
"677","1996_1269_1416",1996,136,"1996_1269",1269,"1996_1416",1416,1,2,1,16,20,4,15,"Win"
"678","1996_1343_1417",1996,136,"1996_1343",1343,"1996_1417",1417,13,20,7,4,1,-3,-9,"Win"
"679","1996_1153_1422",1996,137,"1996_1153",1153,"1996_1422",1422,2,7,5,15,20,5,13,"Win"
"680","1996_1145_1428",1996,136,"1996_1145",1145,"1996_1428",1428,13,20,7,4,4,0,-9,"Lose"
"681","1996_1246_1428",1996,143,"1996_1246",1246,"1996_1428",1428,1,1,0,4,4,0,3,"Win"
"682","1996_1235_1428",1996,138,"1996_1235",1235,"1996_1428",1428,5,7,2,4,4,0,-1,"Lose"
"683","1996_1280_1433",1996,136,"1996_1280",1280,"1996_1433",1433,5,5,0,12,20,8,7,"Win"
"684","1996_1112_1434",1996,137,"1996_1112",1112,"1996_1434",1434,3,5,2,14,20,6,11,"Win"
"685","1996_1257_1437",1996,139,"1996_1257",1257,"1996_1437",1437,6,11,5,3,3,0,-3,"Win"
"686","1996_1339_1437",1996,137,"1996_1339",1339,"1996_1437",1437,14,20,6,3,3,0,-11,"Lose"
"687","1996_1246_1439",1996,138,"1996_1246",1246,"1996_1439",1439,1,1,0,9,20,11,8,"Win"
"688","1996_1345_1441",1996,136,"1996_1345",1345,"1996_1441",1441,1,3,2,16,20,4,15,"Win"
"689","1996_1246_1448",1996,145,"1996_1246",1246,"1996_1448",1448,1,1,0,2,1,-1,1,"Win"
"690","1996_1400_1448",1996,139,"1996_1400",1400,"1996_1448",1448,10,11,1,2,1,-1,-8,"Lose"
"691","1996_1419_1448",1996,137,"1996_1419",1419,"1996_1448",1448,15,20,5,2,1,-1,-13,"Lose"
"692","1996_1257_1448",1996,143,"1996_1257",1257,"1996_1448",1448,6,11,5,2,1,-1,-4,"Lose"
"693","1996_1439_1453",1996,136,"1996_1439",1439,"1996_1453",1453,9,20,11,8,14,6,-1,"Win"
"694","1997_1139_1153",1997,136,"1997_1139",1139,"1997_1153",1153,14,20,6,3,2,-1,-11,"Lose"
"695","1997_1112_1158",1997,138,"1997_1112",1112,"1997_1158",1158,4,3,-1,12,20,8,8,"Win"
"696","1997_1150_1207",1997,137,"1997_1150",1150,"1997_1207",1207,7,20,13,10,2,-8,3,"Win"
"697","1997_1151_1208",1997,137,"1997_1151",1151,"1997_1208",1208,14,20,6,3,8,5,-11,"Win"
"698","1997_1151_1228",1997,139,"1997_1151",1151,"1997_1228",1228,14,20,6,6,20,14,-8,"Win"
"699","1997_1160_1231",1997,136,"1997_1160",1160,"1997_1231",1231,9,20,11,8,6,-2,-1,"Win"
"700","1997_1153_1235",1997,138,"1997_1153",1153,"1997_1235",1235,3,2,-1,6,5,-1,3,"Lose"
"701","1997_1229_1235",1997,136,"1997_1229",1229,"1997_1235",1235,11,20,9,6,5,-1,-5,"Lose"
"702","1997_1112_1242",1997,144,"1997_1112",1112,"1997_1242",1242,4,3,-1,1,2,1,-3,"Win"
"703","1997_1238_1242",1997,136,"1997_1238",1238,"1997_1242",1242,16,20,4,1,2,1,-15,"Lose"
"704","1997_1234_1246",1997,138,"1997_1234",1234,"1997_1246",1246,8,6,-2,1,1,0,-7,"Lose"
"705","1997_1112_1246",1997,154,"1997_1112",1112,"1997_1246",1246,4,3,-1,1,1,0,-3,"Win"
"706","1997_1158_1268",1997,136,"1997_1158",1158,"1997_1268",1268,12,20,8,5,7,2,-7,"Win"
"707","1997_1257_1269",1997,137,"1997_1257",1257,"1997_1269",1269,6,6,0,11,1,-10,5,"Win"
"708","1997_1155_1275",1997,137,"1997_1155",1155,"1997_1275",1275,4,9,5,13,20,7,9,"Win"
"709","1997_1246_1278",1997,152,"1997_1246",1246,"1997_1278",1278,1,1,0,1,20,19,0,"Win"
"710","1997_1155_1278",1997,143,"1997_1155",1155,"1997_1278",1278,4,9,5,1,20,19,-3,"Lose"
"711","1997_1246_1285",1997,136,"1997_1246",1246,"1997_1285",1285,1,1,0,16,20,4,15,"Win"
"712","1997_1181_1293",1997,137,"1997_1181",1181,"1997_1293",1293,2,8,6,15,20,5,13,"Win"
"713","1997_1257_1307",1997,139,"1997_1257",1257,"1997_1307",1307,6,6,0,3,7,4,-3,"Win"
"714","1997_1257_1314",1997,146,"1997_1257",1257,"1997_1314",1314,6,6,0,1,6,5,-5,"Lose"
"715","1997_1193_1314",1997,136,"1997_1193",1193,"1997_1314",1314,16,20,4,1,6,5,-15,"Lose"
"716","1997_1143_1314",1997,144,"1997_1143",1143,"1997_1314",1314,5,12,7,1,6,5,-4,"Lose"
"717","1997_1112_1314",1997,152,"1997_1112",1112,"1997_1314",1314,4,3,-1,1,6,5,-3,"Win"
"718","1997_1160_1314",1997,138,"1997_1160",1160,"1997_1314",1314,9,20,11,1,6,5,-8,"Lose"
"719","1997_1307_1330",1997,137,"1997_1307",1307,"1997_1330",1330,3,7,4,14,20,6,11,"Win"
"720","1997_1143_1343",1997,136,"1997_1143",1143,"1997_1343",1343,5,12,7,12,13,1,7,"Win"
"721","1997_1112_1344",1997,146,"1997_1112",1112,"1997_1344",1344,4,3,-1,10,20,10,6,"Win"
"722","1997_1181_1344",1997,139,"1997_1181",1181,"1997_1344",1344,2,8,6,10,20,10,8,"Lose"
