asin,forecast_creation_date,target_week,model_name,demand,p50_fcst,p60_fcst,p80_fcst,p90_fcst
KWK8994060,11/20/2016,12/18/2016,Model A,43,46.25,53.84,74.45,92.76
KWK8994060,11/20/2016,12/18/2016,Model B,43,73.96,81.74,101.82,118.74
KWK8994060,11/20/2016,12/25/2016,Model A,63,57.73,67.68,94.97,119.4
KWK8994060,11/20/2016,12/25/2016,Model B,63,76.86,84.89,105.61,123.07
KWK8994060,11/20/2016,1/1/2017,Model A,122,88.39,103,142.83,178.3
KWK8994060,11/20/2016,1/1/2017,Model B,122,83.42,92.71,116.81,137.26
KWK8994060,11/20/2016,1/8/2017,Model A,138,113.36,134.18,191.88,244.08
KWK8994060,11/20/2016,1/8/2017,Model B,138,94.7,104.8,130.95,153.02
KWK8994060,11/20/2016,1/15/2017,Model A,145,110.53,131.58,190.23,243.57
KWK8994060,11/20/2016,1/15/2017,Model B,145,106.79,118.27,147.97,173.08
KWK8994060,11/20/2016,1/22/2017,Model A,111,112.56,135.16,198.74,257.03
KWK8994060,11/20/2016,1/22/2017,Model B,111,111.71,125.3,160.96,191.53
ATQ2685019,11/20/2016,11/20/2016,Model A,68,86.17,108.56,174.65,237.91
ATQ2685019,11/20/2016,11/20/2016,Model B,68,115.74,140.14,209.3,273.22
ATQ2685019,11/20/2016,11/27/2016,Model A,105,135.68,180.26,319.18,458.47
ATQ2685019,11/20/2016,11/27/2016,Model B,105,146.85,180.38,276.87,367.26
ATQ2685019,11/20/2016,12/4/2016,Model A,126,121.23,166.14,310.6,459.16
ATQ2685019,11/20/2016,12/4/2016,Model B,126,152.14,190.37,302.5,409.3
ATQ2685019,11/20/2016,12/11/2016,Model A,72,134.08,186.11,355.71,531.96
ATQ2685019,11/20/2016,12/11/2016,Model B,72,129.57,166.79,279.1,388.75
ATQ2685019,11/20/2016,12/18/2016,Model A,7,80.66,114.28,226.04,343.96
ATQ2685019,11/20/2016,12/18/2016,Model B,7,102.19,137.96,251.19,366.18
ATQ2685019,11/20/2016,12/25/2016,Model A,0,56.78,79.11,151.97,227.74
ATQ2685019,11/20/2016,12/25/2016,Model B,0,84.82,118.53,229.04,344.4
ATQ2685019,11/20/2016,1/1/2017,Model A,2,84.95,115.11,210.91,308.46
ATQ2685019,11/20/2016,1/1/2017,Model B,2,79.62,111.53,216.34,325.93
ATQ2685019,11/20/2016,1/8/2017,Model A,3,79.04,106.06,191.05,276.88
ATQ2685019,11/20/2016,1/8/2017,Model B,3,80.3,111.76,214.46,321.3
ATQ2685019,11/20/2016,1/15/2017,Model A,3,73.85,101.51,190.63,282.4
ATQ2685019,11/20/2016,1/15/2017,Model B,3,80.48,110.54,207.3,306.89
ATQ2685019,11/20/2016,1/22/2017,Model A,0,78.25,107.6,202.23,299.72
ATQ2685019,11/20/2016,1/22/2017,Model B,0,74.54,101.47,187.33,275.04
AGC4990452,11/20/2016,11/20/2016,Model A,45,45.97,57.49,91.19,123.19
AGC4990452,11/20/2016,11/20/2016,Model B,45,58.24,65.37,84.05,100.05
AGC4990452,11/20/2016,11/27/2016,Model A,64,74.7,95.15,156.14,215.07
AGC4990452,11/20/2016,11/27/2016,Model B,64,76.55,86.39,112.35,134.74
AGC4990452,11/20/2016,12/4/2016,Model A,59,76.54,100.69,175.11,249.04
AGC4990452,11/20/2016,12/4/2016,Model B,59,79.05,90.3,120.36,146.59
AGC4990452,11/20/2016,12/11/2016,Model A,52,89.18,116.47,199.98,282.46
AGC4990452,11/20/2016,12/11/2016,Model B,52,66.3,75.91,101.65,124.16
AGC4990452,11/20/2016,12/18/2016,Model A,51,56.57,74.81,131.24,187.48
AGC4990452,11/20/2016,12/18/2016,Model B,51,52.5,60.99,84.07,104.54
AGC4990452,11/20/2016,12/25/2016,Model A,32,43.32,57.27,100.37,143.27
AGC4990452,11/20/2016,12/25/2016,Model B,32,49.92,57.81,79.15,98.01
AGC4990452,11/20/2016,1/1/2017,Model A,58,60.61,79.15,135.8,191.68
AGC4990452,11/20/2016,1/1/2017,Model B,58,54.53,62.56,84.1,102.97
AGC4990452,11/20/2016,1/8/2017,Model A,40,61.02,79.45,135.6,190.85
AGC4990452,11/20/2016,1/8/2017,Model B,40,58.87,67.04,88.79,107.7
AGC4990452,11/20/2016,1/15/2017,Model A,58,57.03,73.96,125.32,175.69
AGC4990452,11/20/2016,1/15/2017,Model B,58,61.47,69.89,92.29,111.74
AGC4990452,11/20/2016,1/22/2017,Model A,81,55.14,72.99,128.25,183.37
AGC4990452,11/20/2016,1/22/2017,Model B,81,60.38,68.55,90.19,108.96
FZY8480019,11/20/2016,11/20/2016,Model A,153,138.98,162.36,226.28,283.38
FZY8480019,11/20/2016,11/20/2016,Model B,153,133.18,143.95,171.15,193.54
FZY8480019,11/20/2016,11/27/2016,Model A,206,175.43,208.76,301.67,386.17
FZY8480019,11/20/2016,11/27/2016,Model B,206,171.79,188.16,230.05,265.05
FZY8480019,11/20/2016,12/4/2016,Model A,179,181.62,224.89,350.48,469.01
FZY8480019,11/20/2016,12/4/2016,Model B,179,190.02,210.33,262.86,307.27
FZY8480019,11/20/2016,12/11/2016,Model A,230,171.1,210.79,325.41,433.09
FZY8480019,11/20/2016,12/11/2016,Model B,230,185.99,207.78,264.69,313.28
FZY8480019,11/20/2016,12/18/2016,Model A,131,116.3,140.93,210.8,275.41
FZY8480019,11/20/2016,12/18/2016,Model B,131,163.94,183.88,236.18,281.01
FZY8480019,11/20/2016,12/25/2016,Model A,190,100.78,121.37,179.43,232.8
FZY8480019,11/20/2016,12/25/2016,Model B,190,127.82,143.9,186.21,222.62
FZY8480019,11/20/2016,1/1/2017,Model A,227,119.06,141.12,202.37,257.84
FZY8480019,11/20/2016,1/1/2017,Model B,227,101.41,112.24,140.26,163.92
FZY8480019,11/20/2016,1/8/2017,Model A,247,111.03,132.44,192.25,246.75
FZY8480019,11/20/2016,1/8/2017,Model B,247,102.06,111.56,135.82,156.04
FZY8480019,11/20/2016,1/15/2017,Model A,265,108.82,128.37,182.35,231.02
FZY8480019,11/20/2016,1/15/2017,Model B,265,113.67,122.71,145.51,164.24
FZY8480019,11/20/2016,1/22/2017,Model A,286,113.09,132.78,186.89,235.45
FZY8480019,11/20/2016,1/22/2017,Model B,286,117.98,128.74,156.14,178.94
HTZ8851111,11/20/2016,11/20/2016,Model A,48,54.72,66.64,100.58,132.06
HTZ8851111,11/20/2016,11/20/2016,Model B,48,42.78,49.12,66.11,81
HTZ8851111,11/20/2016,11/27/2016,Model A,58,68.04,86.01,139.17,190.19
HTZ8851111,11/20/2016,11/27/2016,Model B,58,59.46,68.05,91.04,111.13
HTZ8851111,11/20/2016,12/4/2016,Model A,59,67.75,87.94,149.28,209.51
HTZ8851111,11/20/2016,12/4/2016,Model B,59,63.31,73.04,99.3,122.43
HTZ8851111,11/20/2016,12/11/2016,Model A,47,69.63,88.43,144.29,198.11
HTZ8851111,11/20/2016,12/11/2016,Model B,47,53.92,62.68,86.45,107.55
HTZ8851111,11/20/2016,12/18/2016,Model A,38,40.32,51.29,83.88,115.27
HTZ8851111,11/20/2016,12/18/2016,Model B,38,40.54,48.29,69.88,89.47
HTZ8851111,11/20/2016,12/25/2016,Model A,46,33.9,42.94,69.66,95.28
HTZ8851111,11/20/2016,12/25/2016,Model B,46,33.64,40,57.64,73.61
HTZ8851111,11/20/2016,1/1/2017,Model A,68,42.18,53.28,86.04,117.4
HTZ8851111,11/20/2016,1/1/2017,Model B,68,31.81,37.45,52.92,66.8
HTZ8851111,11/20/2016,1/8/2017,Model A,62,42.64,53.58,85.7,116.31
HTZ8851111,11/20/2016,1/8/2017,Model B,62,30.03,35.51,50.6,64.19
HTZ8851111,11/20/2016,1/15/2017,Model A,59,41.2,51.66,82.31,111.47
HTZ8851111,11/20/2016,1/15/2017,Model B,59,28.9,34.07,48.29,61.06
HTZ8851111,11/20/2016,1/22/2017,Model A,73,39.94,50.08,79.76,108
HTZ8851111,11/20/2016,1/22/2017,Model B,73,28.45,33.57,47.64,60.27
CAE8460380,11/20/2016,11/20/2016,Model A,0,8.92,10.64,15.38,19.63
CAE8460380,11/20/2016,11/20/2016,Model B,0,8.1,11.55,22.77,34.4
CAE8460380,11/20/2016,11/27/2016,Model A,0,11.63,14.11,21.07,27.44
CAE8460380,11/20/2016,11/27/2016,Model B,0,11.72,16.3,30.93,45.92
CAE8460380,11/20/2016,12/4/2016,Model A,0,14.5,18.06,28.36,38.02
CAE8460380,11/20/2016,12/4/2016,Model B,0,10.85,15.58,31.18,47.53
CAE8460380,11/20/2016,12/11/2016,Model A,0,15.39,18.59,27.57,35.78
CAE8460380,11/20/2016,12/11/2016,Model B,0,4.66,8.49,23.8,42.22
CAE8460380,11/20/2016,12/18/2016,Model A,0,9.8,12.14,18.83,25.04
CAE8460380,11/20/2016,12/18/2016,Model B,0,0,1.79,14.85,37.35
CAE8460380,11/20/2016,12/25/2016,Model A,0,7.42,9.14,14,18.47
CAE8460380,11/20/2016,12/25/2016,Model B,0,0,1.49,10.89,25.86
CAE8460380,11/20/2016,1/1/2017,Model A,0,9.05,11.23,17.44,23.22
CAE8460380,11/20/2016,1/1/2017,Model B,0,0.07,1.72,12.54,30.09
CAE8460380,11/20/2016,1/8/2017,Model A,0,8.88,10.8,16.18,21.08
CAE8460380,11/20/2016,1/8/2017,Model B,0,6.81,10.44,22.96,36.55
CAE8460380,11/20/2016,1/15/2017,Model A,0,9.29,11.52,17.87,23.78
CAE8460380,11/20/2016,1/15/2017,Model B,0,12.5,17.37,32.95,48.9
CAE8460380,11/20/2016,1/22/2017,Model A,0,10.18,12.6,19.52,25.94
CAE8460380,11/20/2016,1/22/2017,Model B,0,15.8,21.36,38.73,56.2
FML8566450,11/20/2016,11/20/2016,Model A,1,641.68,733.45,979.07,1193.9
FML8566450,11/20/2016,11/20/2016,Model B,1,652.85,728.39,925.56,1093.7
FML8566450,11/20/2016,11/27/2016,Model A,10,975.3,1141.68,1598.04,2006.86
FML8566450,11/20/2016,11/27/2016,Model B,10,976.59,1106.32,1450.35,1748.5
FML8566450,11/20/2016,12/4/2016,Model A,826,1087.94,1297.57,1883.71,2418.39
FML8566450,11/20/2016,12/4/2016,Model B,826,1129.76,1290.18,1719.19,2094.1
FML8566450,11/20/2016,12/11/2016,Model A,2877,1312.34,1660.94,2696.49,3693.87
FML8566450,11/20/2016,12/11/2016,Model B,2877,1111.93,1282.86,1744.81,2152.72
FML8566450,11/20/2016,12/18/2016,Model A,2520,718.7,910.4,1480.3,2029.56
FML8566450,11/20/2016,12/18/2016,Model B,2520,928.54,1093.36,1548.2,1958.01
FML8566450,11/20/2016,12/25/2016,Model A,139,314.82,387.75,598.34,796.21
FML8566450,11/20/2016,12/25/2016,Model B,139,632.92,767.26,1149.14,1502.83
FML8566450,11/20/2016,1/1/2017,Model A,443,307.83,376.56,573.68,757.74
FML8566450,11/20/2016,1/1/2017,Model B,443,385.43,472.4,722.37,956.2
FML8566450,11/20/2016,1/8/2017,Model A,441,215.36,266.57,415.14,555.32
FML8566450,11/20/2016,1/8/2017,Model B,441,294.04,366.6,578.75,780.28
FML8566450,11/20/2016,1/15/2017,Model A,332,194.53,246.96,403.05,553.66
FML8566450,11/20/2016,1/15/2017,Model B,332,273.95,331.84,496.21,648.3
FML8566450,11/20/2016,1/22/2017,Model A,305,186.13,231.01,361.56,485.02
FML8566450,11/20/2016,1/22/2017,Model B,305,266.98,317.2,457,584.01
XGW8118338,11/20/2016,11/20/2016,Model A,45,41.38,47.34,63.26,77.17
XGW8118338,11/20/2016,11/20/2016,Model B,45,30.22,34.28,45.05,54.35
XGW8118338,11/20/2016,11/27/2016,Model A,0,60.21,70.32,97.93,122.55
XGW8118338,11/20/2016,11/27/2016,Model B,0,33.61,37.37,47.11,55.37
XGW8118338,11/20/2016,12/4/2016,Model A,0,62.5,74.39,107.48,137.55
XGW8118338,11/20/2016,12/4/2016,Model B,0,35.96,40.12,50.93,60.13
XGW8118338,11/20/2016,12/11/2016,Model A,1,68.78,83.56,125.59,164.51
XGW8118338,11/20/2016,12/11/2016,Model B,1,37.41,42.23,54.91,65.82
XGW8118338,11/20/2016,12/18/2016,Model A,0,41.23,49.89,74.36,96.91
XGW8118338,11/20/2016,12/18/2016,Model B,0,37.28,41.68,53.16,62.94
XGW8118338,11/20/2016,12/25/2016,Model A,0,30.1,36.08,52.81,68.07
XGW8118338,11/20/2016,12/25/2016,Model B,0,34.42,38.76,50.17,59.97
XGW8118338,11/20/2016,1/1/2017,Model A,0,33.89,40.47,58.79,75.44
XGW8118338,11/20/2016,1/1/2017,Model B,0,32.06,36.31,47.55,57.26
XGW8118338,11/20/2016,1/8/2017,Model A,0,27.57,33.29,49.4,64.18
XGW8118338,11/20/2016,1/8/2017,Model B,0,32.17,36.59,48.32,58.48
XGW8118338,11/20/2016,1/15/2017,Model A,0,27.67,33.12,48.34,62.19
XGW8118338,11/20/2016,1/15/2017,Model B,0,33.36,37.83,49.67,59.9
XGW8118338,11/20/2016,1/22/2017,Model A,0,29.33,34.77,49.8,63.37
XGW8118338,11/20/2016,1/22/2017,Model B,0,33.02,37.36,48.83,58.72
PCX2999538,11/20/2016,11/20/2016,Model A,158,123.4,151.02,230.19,304.08
PCX2999538,11/20/2016,11/20/2016,Model B,158,108.51,120.88,153.09,180.48
PCX2999538,11/20/2016,11/27/2016,Model A,2,146.68,185.2,299.19,408.64
PCX2999538,11/20/2016,11/27/2016,Model B,2,154,172.64,221.53,263.41
PCX2999538,11/20/2016,12/4/2016,Model A,0,154.1,206.3,370.27,535.75
PCX2999538,11/20/2016,12/4/2016,Model B,0,172.2,195.39,256.95,310.36
PCX2999538,11/20/2016,12/11/2016,Model A,0,153.95,206.9,373.87,542.93
PCX2999538,11/20/2016,12/11/2016,Model B,0,161.91,185.33,248.06,302.97
PCX2999538,11/20/2016,12/18/2016,Model A,0,86.59,119.41,225.53,335.13
PCX2999538,11/20/2016,12/18/2016,Model B,0,133.13,155.06,214.85,268.1
PCX2999538,11/20/2016,12/25/2016,Model A,0,68.85,93.09,169.85,247.83
PCX2999538,11/20/2016,12/25/2016,Model B,0,102.84,121.48,173,219.5
PCX2999538,11/20/2016,1/1/2017,Model A,0,82.47,110.53,198.65,287.56
PCX2999538,11/20/2016,1/1/2017,Model B,0,83.19,97.88,138.31,174.65
PCX2999538,11/20/2016,1/8/2017,Model A,0,83.47,111.32,198.37,285.84
PCX2999538,11/20/2016,1/8/2017,Model B,0,80.74,93.88,129.6,161.35
PCX2999538,11/20/2016,1/15/2017,Model A,0,81.88,109.08,193.96,279.18
PCX2999538,11/20/2016,1/15/2017,Model B,0,85.57,97.3,128.5,155.61
PCX2999538,11/20/2016,1/22/2017,Model A,0,82.39,109.93,196.04,282.61
PCX2999538,11/20/2016,1/22/2017,Model B,0,87.91,99.62,130.67,157.55
LNX3028722,11/20/2016,11/20/2016,Model A,87,69.56,81.88,115.82,146.33
LNX3028722,11/20/2016,11/20/2016,Model B,87,64.96,73.33,95.44,114.5
LNX3028722,11/20/2016,11/27/2016,Model A,171,107.47,128.32,186.58,239.71
LNX3028722,11/20/2016,11/27/2016,Model B,171,111.77,126.19,164.27,197.13
LNX3028722,11/20/2016,12/4/2016,Model A,329,115.64,142.28,219.06,291.08
LNX3028722,11/20/2016,12/4/2016,Model B,329,129.13,146.87,194.09,235.15
LNX3028722,11/20/2016,12/11/2016,Model A,304,136.35,175.79,295,411.53
LNX3028722,11/20/2016,12/11/2016,Model B,304,117.01,133.76,178.55,217.69
LNX3028722,11/20/2016,12/18/2016,Model A,2,77.89,101.59,173.98,245.38
LNX3028722,11/20/2016,12/18/2016,Model B,2,84.95,99.66,140.01,176.17
LNX3028722,11/20/2016,12/25/2016,Model A,0,31.86,40.85,67.73,93.76
LNX3028722,11/20/2016,12/25/2016,Model B,0,52.15,62.21,90.27,115.81
LNX3028722,11/20/2016,1/1/2017,Model A,7,31.64,39.67,63.12,85.41
LNX3028722,11/20/2016,1/1/2017,Model B,7,29.01,34.14,48.23,60.85
LNX3028722,11/20/2016,1/8/2017,Model A,0,22.18,28.09,45.49,62.12
LNX3028722,11/20/2016,1/8/2017,Model B,0,18.76,21.97,30.74,38.54
LNX3028722,11/20/2016,1/15/2017,Model A,0,21.15,26.82,43.53,59.52
LNX3028722,11/20/2016,1/15/2017,Model B,0,16.16,17.89,22.33,26.07
LNX3028722,11/20/2016,1/22/2017,Model A,0,19.82,24.9,39.74,53.82
LNX3028722,11/20/2016,1/22/2017,Model B,0,15.71,17.06,20.47,23.28
UYT4513409,11/20/2016,11/20/2016,Model A,178,30.45,38.33,61.46,83.51
UYT4513409,11/20/2016,11/20/2016,Model B,178,36.43,48.53,86.18,123.87
UYT4513409,11/20/2016,11/27/2016,Model A,291,41.86,53.54,88.44,122.22
UYT4513409,11/20/2016,11/27/2016,Model B,291,83.02,103.53,163.41,220.21
UYT4513409,11/20/2016,12/4/2016,Model A,201,46.4,60.65,104.16,147.07
UYT4513409,11/20/2016,12/4/2016,Model B,201,92.96,116.84,187.13,254.29
UYT4513409,11/20/2016,12/11/2016,Model A,175,53.97,71.58,126.21,180.79
UYT4513409,11/20/2016,12/11/2016,Model B,175,70.14,90.09,150.06,208.42
UYT4513409,11/20/2016,12/18/2016,Model A,160,30.9,41.62,75.32,109.32
UYT4513409,11/20/2016,12/18/2016,Model B,160,41.8,58.81,114.78,173.36
UYT4513409,11/20/2016,12/25/2016,Model A,90,28.51,38.02,67.58,97.14
UYT4513409,11/20/2016,12/25/2016,Model B,90,32.14,46.56,95.34,147.48
UYT4513409,11/20/2016,1/1/2017,Model A,124,32.36,41.92,70.81,99.04
UYT4513409,11/20/2016,1/1/2017,Model B,124,34.36,47.56,90.22,134.25
UYT4513409,11/20/2016,1/8/2017,Model A,159,35.69,45.97,76.88,106.96
UYT4513409,11/20/2016,1/8/2017,Model B,159,28.17,39.65,77.34,116.71
UYT4513409,11/20/2016,1/15/2017,Model A,147,34.1,44.25,74.97,105.04
UYT4513409,11/20/2016,1/15/2017,Model B,147,20.4,29.78,61.56,95.58
UYT4513409,11/20/2016,1/22/2017,Model A,65,33.47,44.15,77.02,109.63
UYT4513409,11/20/2016,1/22/2017,Model B,65,14.55,21.67,46.16,72.67
DXF5179173,11/20/2016,11/20/2016,Model A,104,108.81,128.12,181.34,229.24
DXF5179173,11/20/2016,11/20/2016,Model B,104,103.12,113.95,141.93,165.53
DXF5179173,11/20/2016,11/27/2016,Model A,177,133.58,162.87,246.51,324.32
DXF5179173,11/20/2016,11/27/2016,Model B,177,146.09,163.47,208.94,247.81
DXF5179173,11/20/2016,12/4/2016,Model A,164,136.84,173.77,283.72,389.81
DXF5179173,11/20/2016,12/4/2016,Model B,164,163.09,184.71,242.02,291.65
DXF5179173,11/20/2016,12/11/2016,Model A,177,130.52,162.94,257.79,347.93
DXF5179173,11/20/2016,12/11/2016,Model B,177,152.47,173.59,229.85,278.83
DXF5179173,11/20/2016,12/18/2016,Model A,1,81.34,102.17,163.43,221.93
DXF5179173,11/20/2016,12/18/2016,Model B,1,127.46,147.2,200.55,247.67
DXF5179173,11/20/2016,12/25/2016,Model A,0,72.66,89.26,136.97,181.62
DXF5179173,11/20/2016,12/25/2016,Model B,0,103.44,120.58,167.33,208.98
DXF5179173,11/20/2016,1/1/2017,Model A,3,85.45,105.3,162.53,216.26
DXF5179173,11/20/2016,1/1/2017,Model B,3,89.91,103.89,141.67,175.03
DXF5179173,11/20/2016,1/8/2017,Model A,32,80.5,98.26,148.99,196.2
DXF5179173,11/20/2016,1/8/2017,Model B,32,89.59,102.49,136.98,167.14
DXF5179173,11/20/2016,1/15/2017,Model A,58,80.7,99.2,152.45,202.31
DXF5179173,11/20/2016,1/15/2017,Model B,58,95.34,107.4,139.17,166.51
DXF5179173,11/20/2016,1/22/2017,Model A,53,80.77,98.66,149.82,197.45
DXF5179173,11/20/2016,1/22/2017,Model B,53,98.07,110.47,143.1,171.19
YVB7710510,11/20/2016,11/20/2016,Model A,215,168.69,199.81,286.17,364.37
YVB7710510,11/20/2016,11/20/2016,Model B,215,206.8,230.4,291.9,344.25
YVB7710510,11/20/2016,11/27/2016,Model A,316,217.95,261.12,382.32,493.28
YVB7710510,11/20/2016,11/27/2016,Model B,316,271.29,306.58,399.89,480.52
YVB7710510,11/20/2016,12/4/2016,Model A,239,220.4,276.13,439.85,596.02
YVB7710510,11/20/2016,12/4/2016,Model B,239,292.27,333.95,445.44,542.89
YVB7710510,11/20/2016,12/11/2016,Model A,233,235.06,288.17,440.81,583.59
YVB7710510,11/20/2016,12/11/2016,Model B,233,271.14,312.3,423.33,521.17
YVB7710510,11/20/2016,12/18/2016,Model A,160,153.44,188.63,290,385.03
YVB7710510,11/20/2016,12/18/2016,Model B,160,226.41,264.82,370.04,464.19
YVB7710510,11/20/2016,12/25/2016,Model A,104,122.71,149.26,224.91,295.12
YVB7710510,11/20/2016,12/25/2016,Model B,104,175.94,208.76,299.97,382.71
YVB7710510,11/20/2016,1/1/2017,Model A,222,149.39,181.32,272.12,356.24
YVB7710510,11/20/2016,1/1/2017,Model B,222,146.72,172.04,241.56,303.89
YVB7710510,11/20/2016,1/8/2017,Model A,218,147.87,177.73,261.77,338.94
YVB7710510,11/20/2016,1/8/2017,Model B,218,150.06,173.06,235.15,289.91
YVB7710510,11/20/2016,1/15/2017,Model A,154,144.79,173.16,252.63,325.24
YVB7710510,11/20/2016,1/15/2017,Model B,154,164.04,185.92,243.93,294.2
YVB7710510,11/20/2016,1/22/2017,Model A,173,139.89,166.74,241.68,309.95
YVB7710510,11/20/2016,1/22/2017,Model B,173,167.76,190.02,248.98,300.05
JVN3631384,11/20/2016,11/20/2016,Model A,34,30.59,37.38,56.71,74.65
JVN3631384,11/20/2016,11/20/2016,Model B,34,37.71,42.64,55.67,66.91
JVN3631384,11/20/2016,11/27/2016,Model A,49,44.45,55.92,89.65,121.85
JVN3631384,11/20/2016,11/27/2016,Model B,49,45.03,50.53,64.93,77.26
JVN3631384,11/20/2016,12/4/2016,Model A,56,48.8,63.6,108.72,153.11
JVN3631384,11/20/2016,12/4/2016,Model B,56,47.08,53.2,69.34,83.26
JVN3631384,11/20/2016,12/11/2016,Model A,57,55.06,67.61,103.64,137.31
JVN3631384,11/20/2016,12/11/2016,Model B,57,44.44,50.55,66.78,80.87
JVN3631384,11/20/2016,12/18/2016,Model A,36,32,39.23,59.87,79.09
JVN3631384,11/20/2016,12/18/2016,Model B,36,40.98,46.41,60.76,73.15
JVN3631384,11/20/2016,12/25/2016,Model A,42,27.36,33.87,52.66,70.3
JVN3631384,11/20/2016,12/25/2016,Model B,42,38.83,43.97,57.58,69.34
JVN3631384,11/20/2016,1/1/2017,Model A,46,35.83,43.58,65.55,85.87
JVN3631384,11/20/2016,1/1/2017,Model B,46,38.3,43.38,56.78,68.36
JVN3631384,11/20/2016,1/8/2017,Model A,61,37.39,45.8,69.85,92.25
JVN3631384,11/20/2016,1/8/2017,Model B,61,39.11,44.44,58.56,70.8
JVN3631384,11/20/2016,1/15/2017,Model A,53,36.6,45.1,69.56,92.46
JVN3631384,11/20/2016,1/15/2017,Model B,53,40.07,45.47,59.78,72.17
JVN3631384,11/20/2016,1/22/2017,Model A,47,37.75,46.53,71.82,95.5
JVN3631384,11/20/2016,1/22/2017,Model B,47,39.67,45.09,59.46,71.91
GPO4070472,11/20/2016,11/20/2016,Model A,0,1.77,2.9,6.62,10.54
GPO4070472,11/20/2016,11/20/2016,Model B,0,1.22,3.83,17.81,38.03
GPO4070472,11/20/2016,11/27/2016,Model A,0,1.5,2.45,5.51,8.69
GPO4070472,11/20/2016,11/27/2016,Model B,0,0,2.03,18.47,48.49
GPO4070472,11/20/2016,12/4/2016,Model A,0,1.57,2.45,5.24,8.06
GPO4070472,11/20/2016,12/4/2016,Model B,0,0,2.14,20.29,54.24
GPO4070472,11/20/2016,12/11/2016,Model A,0,1.31,1.9,3.64,5.3
GPO4070472,11/20/2016,12/11/2016,Model B,0,0,2.13,20.01,53.37
GPO4070472,11/20/2016,12/18/2016,Model A,0,1.13,1.64,3.13,4.54
GPO4070472,11/20/2016,12/18/2016,Model B,0,0,2.15,20.44,54.74
GPO4070472,11/20/2016,12/25/2016,Model A,0,1.04,1.53,2.97,4.32
GPO4070472,11/20/2016,12/25/2016,Model B,0,0,2,18.01,47.05
GPO4070472,11/20/2016,1/1/2017,Model A,0,1,1.4,2.52,3.55
GPO4070472,11/20/2016,1/1/2017,Model B,0,0,2.11,19.76,52.57
GPO4070472,11/20/2016,1/8/2017,Model A,0,1.18,1.75,3.43,5.04
GPO4070472,11/20/2016,1/8/2017,Model B,0,0,2.09,19.44,51.56
GPO4070472,11/20/2016,1/15/2017,Model A,0,1.15,1.66,3.13,4.53
GPO4070472,11/20/2016,1/15/2017,Model B,0,4.08,8.71,30.15,58.51
GPO4070472,11/20/2016,1/22/2017,Model A,0,1.19,1.76,3.44,5.05
GPO4070472,11/20/2016,1/22/2017,Model B,0,8.53,14.72,39.02,67.89
KPR1822781,11/20/2016,11/20/2016,Model A,91,84.29,98.94,139.16,175.23
KPR1822781,11/20/2016,11/20/2016,Model B,91,84.08,92.83,115.39,134.39
KPR1822781,11/20/2016,11/27/2016,Model A,49,109.26,132.81,199.86,262.04
KPR1822781,11/20/2016,11/27/2016,Model B,49,111.49,124.17,157.21,185.31
KPR1822781,11/20/2016,12/4/2016,Model A,143,108.52,134.65,210.56,282.3
KPR1822781,11/20/2016,12/4/2016,Model B,143,121.41,136.7,176.97,211.62
KPR1822781,11/20/2016,12/11/2016,Model A,137,107.45,128.7,188.29,242.8
KPR1822781,11/20/2016,12/11/2016,Model B,137,113.21,128.46,168.92,204.02
KPR1822781,11/20/2016,12/18/2016,Model A,138,66.77,81.94,125.5,166.22
KPR1822781,11/20/2016,12/18/2016,Model B,138,94.53,108.49,145.97,178.86
KPR1822781,11/20/2016,12/25/2016,Model A,66,56.84,70.17,108.65,144.8
KPR1822781,11/20/2016,12/25/2016,Model B,66,75.53,87.3,119.12,147.21
KPR1822781,11/20/2016,1/1/2017,Model A,118,66,80.34,121.17,159.06
KPR1822781,11/20/2016,1/1/2017,Model B,118,65.66,75.12,100.41,122.52
KPR1822781,11/20/2016,1/8/2017,Model A,120,62.29,78.6,126.74,172.86
KPR1822781,11/20/2016,1/8/2017,Model B,120,67.73,76.69,100.43,120.95
KPR1822781,11/20/2016,1/15/2017,Model A,175,60.76,76.24,121.68,165
KPR1822781,11/20/2016,1/15/2017,Model B,175,74.03,82.49,104.51,123.24
KPR1822781,11/20/2016,1/22/2017,Model A,167,63.06,78.73,124.51,167.95
KPR1822781,11/20/2016,1/22/2017,Model B,167,76.12,85.03,108.29,128.13
LCF1066423,11/20/2016,11/20/2016,Model A,21,23.54,27.68,39,49.13
LCF1066423,11/20/2016,11/20/2016,Model B,21,32.03,37.3,51.62,64.34
LCF1066423,11/20/2016,11/27/2016,Model A,13,37.26,44.48,64.61,82.91
LCF1066423,11/20/2016,11/27/2016,Model B,13,56.12,64.94,88.83,109.93
LCF1066423,11/20/2016,12/4/2016,Model A,19,40.84,50.29,77.47,102.91
LCF1066423,11/20/2016,12/4/2016,Model B,19,65.47,75.92,104.27,129.37
LCF1066423,11/20/2016,12/11/2016,Model A,19,54.19,68.57,111.13,151.98
LCF1066423,11/20/2016,12/11/2016,Model B,19,59.46,68.84,94.23,116.68
LCF1066423,11/20/2016,12/18/2016,Model A,0,31.71,39.9,63.94,86.85
LCF1066423,11/20/2016,12/18/2016,Model B,0,43.51,51.52,73.66,93.64
LCF1066423,11/20/2016,12/25/2016,Model A,1,18.11,22.52,35.27,47.25
LCF1066423,11/20/2016,12/25/2016,Model B,1,26.63,31.91,46.65,60.09
